Profit,Customer Name,Segment,Category
-11.19,Sarah Jordon,Consumer,Office Supplies
-0.84,Sarah Jordon,Consumer,Office Supplies
32.47,Anna Gayman,Consumer,Office Supplies
31.58,Anna Gayman,Consumer,Furniture
-12.88,Keith Dawkins,Corporate,Furniture
4.54,Keith Dawkins,Corporate,Office Supplies
-4.38,Erica Bern,Corporate,Office Supplies
-2.73,Erica Bern,Corporate,Office Supplies
42.50,Arthur Wiediger,Home Office,Technology
21.75,Arthur Wiediger,Home Office,Furniture
239.98,Julie Kriz,Home Office,Technology
4.50,Tracy Collins,Home Office,Technology
132.59,Tracy Collins,Home Office,Technology
48.70,Tiffany House,Corporate,Technology
1270.99,Pierre Wener,Consumer,Office Supplies
-479.99,Gary Hansen,Home Office,Technology
-5.01,Joe Kamberova,Consumer,Office Supplies
3.89,Logan Currie,Consumer,Office Supplies
-9.09,Logan Currie,Consumer,Furniture
15.30,Berenike Kampe,Consumer,Technology
0.55,Bill Shonely,Corporate,Technology
23.65,Bill Shonely,Corporate,Furniture
-121.27,Andy Gerbode,Corporate,Technology
76.25,Steven Cartwright,Consumer,Office Supplies
17.77,Steven Cartwright,Consumer,Office Supplies
12.22,Steven Cartwright,Consumer,Office Supplies
-272.58,Lena Radford,Consumer,Technology
21.60,Christy Brittain,Consumer,Furniture
7.89,Ruben Dartt,Consumer,Furniture
2.84,Nat Carroll,Consumer,Office Supplies
1.85,Nat Carroll,Consumer,Office Supplies
7.72,Nona Balk,Corporate,Office Supplies
-175.26,Joe Kamberova,Consumer,Furniture
-7.48,Joe Kamberova,Consumer,Furniture
-30.29,Joe Kamberova,Consumer,Furniture
-4.92,Joe Kamberova,Consumer,Office Supplies
-66.80,Joe Kamberova,Consumer,Office Supplies
6.07,Doug O'Connell,Consumer,Furniture
3.63,Doug O'Connell,Consumer,Office Supplies
-152.72,Mike Gockenbach,Consumer,Furniture
12.96,Logan Haushalter,Consumer,Technology
9.97,Logan Haushalter,Consumer,Furniture
77.48,Logan Haushalter,Consumer,Office Supplies
0.71,Muhammed MacIntyre,Corporate,Office Supplies
29.14,Bill Donatelli,Consumer,Office Supplies
-1.31,Sonia Cooley,Consumer,Office Supplies
-8.60,Sonia Cooley,Consumer,Office Supplies
7.48,Sonia Cooley,Consumer,Office Supplies
25.06,Tanja Norvell,Home Office,Technology
12.74,Zuschuss Carroll,Consumer,Office Supplies
-37.92,Nona Balk,Corporate,Furniture
6.62,Katharine Harms,Corporate,Office Supplies
-3.47,Katharine Harms,Corporate,Office Supplies
264.59,Michael Nguyen,Consumer,Technology
37.88,Michael Nguyen,Consumer,Furniture
3.34,Muhammed Yedwab,Corporate,Office Supplies
21.42,Muhammed Yedwab,Corporate,Technology
10.91,Carlos Soltero,Consumer,Furniture
4.54,Carlos Soltero,Consumer,Office Supplies
112.22,Michael Chen,Consumer,Office Supplies
10.08,Michael Chen,Consumer,Office Supplies
14.43,Sample Company A,Home Office,Furniture
415.99,Sample Company A,Home Office,Technology
334.11,Sample Company A,Home Office,Office Supplies
-8.53,Stephanie Phelps,Corporate,Furniture
-13.33,Shaun Chance,Corporate,Technology
-65.15,Shaun Chance,Corporate,Office Supplies
10.10,Patrick Ryan,Consumer,Furniture
14.31,Patrick Ryan,Consumer,Furniture
371.32,Jim Karlsson,Consumer,Technology
56.20,Jim Karlsson,Consumer,Furniture
3.88,Brendan Murry,Corporate,Office Supplies
36.30,Suzanne McNair,Corporate,Furniture
1.61,Karen Carlisle,Corporate,Office Supplies
18.33,Sheri Gordon,Consumer,Furniture
76.56,Sheri Gordon,Consumer,Office Supplies
9.26,Sheri Gordon,Consumer,Furniture
19.19,Tracy Blumstein,Consumer,Office Supplies
-420.00,Darrin Van Huff,Corporate,Furniture
-16.55,Darrin Van Huff,Corporate,Technology
1.36,Darrin Van Huff,Corporate,Office Supplies
-12.15,Darrin Van Huff,Corporate,Furniture
-459.61,Sam Craven,Consumer,Office Supplies
19.41,Jennifer Braxton,Corporate,Office Supplies
10.51,Jennifer Braxton,Corporate,Office Supplies
43.60,Gary Hwang,Consumer,Technology
-81.66,Matthew Grinstein,Home Office,Technology
5.37,Robert Dilbeck,Home Office,Office Supplies
13.46,Skye Norling,Home Office,Office Supplies
52.38,Anna Häberlin,Corporate,Office Supplies
0.16,Maria Zettner,Home Office,Office Supplies
0.00,Maria Zettner,Home Office,Furniture
-50.39,Alex Russell,Corporate,Technology
-192.05,Alex Russell,Corporate,Furniture
9.33,Jason Fortune-,Consumer,Office Supplies
-36.44,Jason Fortune-,Consumer,Furniture
13.73,Jason Fortune-,Consumer,Office Supplies
-73.71,David Smith,Corporate,Technology
2.69,David Smith,Corporate,Office Supplies
-5.05,David Smith,Corporate,Office Supplies
-7.73,David Smith,Corporate,Office Supplies
-24.84,David Smith,Corporate,Furniture
-11.94,Bart Pistole,Corporate,Office Supplies
1.67,Toby Gnade,Consumer,Office Supplies
74.81,Bill Tyler,Corporate,Technology
44.60,Jamie Frazer,Consumer,Office Supplies
0.61,Jamie Frazer,Consumer,Office Supplies
31.93,Jamie Frazer,Consumer,Office Supplies
3.55,Jamie Frazer,Consumer,Office Supplies
11.71,Michael Kennedy,Corporate,Office Supplies
5.43,Greg Guthrie,Corporate,Office Supplies
24.98,Mike Caudle,Corporate,Office Supplies
1.16,Muhammed Lee,Consumer,Office Supplies
0.41,Alejandro Grove,Consumer,Office Supplies
7.06,Alejandro Grove,Consumer,Office Supplies
41.99,Alejandro Grove,Consumer,Technology
5.07,Alejandro Grove,Consumer,Office Supplies
8.45,Alejandro Grove,Consumer,Office Supplies
136.08,Alejandro Grove,Consumer,Office Supplies
8.64,Alejandro Grove,Consumer,Office Supplies
100.73,Alejandro Grove,Consumer,Office Supplies
387.57,Alejandro Grove,Consumer,Furniture
0.30,Alejandro Grove,Consumer,Technology
48.80,Ted Trevino,Consumer,Furniture
19.04,Ted Trevino,Consumer,Furniture
23.24,Larry Tron,Consumer,Office Supplies
7.07,Dorothy Dickinson,Consumer,Office Supplies
15.48,Dorothy Dickinson,Consumer,Office Supplies
15.82,Dorothy Dickinson,Consumer,Office Supplies
-120.05,Darren Budd,Corporate,Furniture
173.33,Darren Budd,Corporate,Furniture
59.66,Dario Medina,Corporate,Office Supplies
13.00,Max Engle,Consumer,Office Supplies
3.28,Max Engle,Consumer,Technology
14.66,Toby Ritter,Consumer,Furniture
14.20,Toby Ritter,Consumer,Office Supplies
21.04,Shahid Hopkins,Consumer,Office Supplies
42.00,Claudia Bergmann,Corporate,Furniture
34.41,Claudia Bergmann,Corporate,Furniture
-6.10,Claudia Bergmann,Corporate,Furniture
81.26,Claudia Bergmann,Corporate,Furniture
4.18,Maris LaWare,Consumer,Office Supplies
11.75,Jason Gross,Corporate,Furniture
-94.66,John Stevenson,Consumer,Furniture
8.00,Alejandro Grove,Consumer,Technology
17.64,Michael Granlund,Home Office,Technology
-3.09,Michael Granlund,Home Office,Technology
-0.34,Michael Granlund,Home Office,Furniture
-5.52,Stewart Carmichael,Corporate,Furniture
47.50,Stewart Carmichael,Corporate,Technology
-116.98,Stewart Carmichael,Corporate,Technology
13.92,Stewart Carmichael,Corporate,Office Supplies
-41.52,Stewart Carmichael,Corporate,Office Supplies
-138.14,Stewart Carmichael,Corporate,Office Supplies
-15.44,Stewart Carmichael,Corporate,Office Supplies
-28.37,Stewart Carmichael,Corporate,Office Supplies
-643.71,Stewart Carmichael,Corporate,Technology
21.95,Bruce Stewart,Consumer,Office Supplies
6.42,Bruce Stewart,Consumer,Furniture
-6.09,Logan Currie,Consumer,Furniture
-26.17,Logan Currie,Consumer,Furniture
5.37,Mark Haberlin,Corporate,Office Supplies
14.92,Mark Haberlin,Corporate,Office Supplies
6.35,Mark Haberlin,Corporate,Office Supplies
7.68,Mark Haberlin,Corporate,Office Supplies
8.49,Mark Haberlin,Corporate,Office Supplies
-0.95,Roger Demir,Consumer,Office Supplies
-6.54,Roger Demir,Consumer,Office Supplies
3.09,Bart Pistole,Corporate,Office Supplies
8.39,Bart Pistole,Corporate,Office Supplies
25.79,Bart Pistole,Corporate,Office Supplies
7.21,Barry Französisch,Corporate,Office Supplies
13.13,Cathy Prescott,Corporate,Furniture
6.55,Janet Lee,Consumer,Office Supplies
-2.96,Janet Lee,Consumer,Furniture
8.69,John Grady,Corporate,Office Supplies
3.74,Victoria Pisteka,Corporate,Office Supplies
20.75,Victoria Pisteka,Corporate,Office Supplies
1.81,Ross DeVincentis,Home Office,Office Supplies
23.77,Ross DeVincentis,Home Office,Office Supplies
-26.09,Ross DeVincentis,Home Office,Furniture
146.79,Ross DeVincentis,Home Office,Office Supplies
14.45,Michelle Huthwaite,Consumer,Furniture
3.22,Sanjit Jacobs,Home Office,Office Supplies
-77.33,Sanjit Jacobs,Home Office,Furniture
-10.15,Sanjit Jacobs,Home Office,Office Supplies
88.49,Sanjit Jacobs,Home Office,Technology
16.70,Fred McMath,Consumer,Technology
3.12,Katherine Hughes,Consumer,Office Supplies
51.83,Katherine Hughes,Consumer,Office Supplies
148.11,Lauren Leatherbury,Consumer,Technology
4.57,Lauren Leatherbury,Consumer,Office Supplies
119.69,Lauren Leatherbury,Consumer,Furniture
125.58,Lauren Leatherbury,Consumer,Furniture
215.99,Andy Reiter,Consumer,Technology
24.27,Andy Reiter,Consumer,Office Supplies
80.84,Nora Paige,Consumer,Technology
3.72,Liz Preis,Consumer,Office Supplies
15.41,Liz Preis,Consumer,Office Supplies
65.44,Liz Preis,Consumer,Office Supplies
23.72,Anna Häberlin,Corporate,Office Supplies
11.87,Thomas Brumley,Home Office,Furniture
7.02,Alex Avila,Consumer,Office Supplies
6.26,Alex Avila,Consumer,Furniture
-2.86,Ann Chong,Corporate,Office Supplies
-29.44,Ann Chong,Corporate,Office Supplies
449.99,Eugene Moren,Home Office,Technology
3.22,Quincy Jones,Corporate,Office Supplies
746.41,Maria Etezadi,Home Office,Furniture
274.49,Maria Etezadi,Home Office,Office Supplies
1.48,Maria Etezadi,Home Office,Office Supplies
113.67,Maria Etezadi,Home Office,Technology
204.11,Maria Etezadi,Home Office,Technology
0.31,Maria Etezadi,Home Office,Office Supplies
3.01,Maria Etezadi,Home Office,Office Supplies
5.75,Laurel Beltran,Home Office,Office Supplies
6.92,Julie Prescott,Home Office,Office Supplies
-108.27,Ed Braxton,Corporate,Furniture
0.87,Christopher Schild,Home Office,Office Supplies
12.69,Christopher Schild,Home Office,Office Supplies
14.65,Peter McVee,Home Office,Office Supplies
517.48,Peter McVee,Home Office,Technology
-105.32,Peter McVee,Home Office,Furniture
6.22,Anna Andreadi,Consumer,Office Supplies
33.07,Frank Atkinson,Corporate,Furniture
6.00,Charlotte Melton,Consumer,Technology
3.21,Cindy Chapman,Consumer,Office Supplies
-65.85,Cindy Chapman,Consumer,Furniture
-4.20,Cindy Chapman,Consumer,Office Supplies
1.45,Toby Carlisle,Consumer,Office Supplies
49.80,Toby Carlisle,Consumer,Furniture
2.33,Toby Carlisle,Consumer,Office Supplies
20.86,Toby Carlisle,Consumer,Office Supplies
7.91,Toby Carlisle,Consumer,Furniture
19.74,Toby Carlisle,Consumer,Technology
52.92,Toby Carlisle,Consumer,Technology
2.07,Tom Boeckenhauer,Consumer,Office Supplies
18.54,Tom Boeckenhauer,Consumer,Technology
11.68,Jason Klamczynski,Corporate,Office Supplies
-18.87,Ben Wallace,Consumer,Office Supplies
5.22,Shahid Hopkins,Consumer,Technology
105.25,Shahid Hopkins,Consumer,Office Supplies
3.35,John Lee,Consumer,Office Supplies
-377.99,John Lee,Consumer,Technology
4.65,John Lee,Consumer,Office Supplies
148.85,John Lee,Consumer,Furniture
17.96,John Lee,Consumer,Office Supplies
2.13,John Lee,Consumer,Office Supplies
13.51,John Lee,Consumer,Office Supplies
62.32,John Lee,Consumer,Office Supplies
7.48,John Lee,Consumer,Office Supplies
48.33,John Lee,Consumer,Technology
0.61,John Lee,Consumer,Office Supplies
2.65,John Lee,Consumer,Office Supplies
629.99,John Lee,Consumer,Technology
-7.46,Maribeth Dona,Consumer,Office Supplies
-6.49,Maribeth Dona,Consumer,Office Supplies
-1.22,Maribeth Dona,Consumer,Furniture
7.60,Clay Ludtke,Consumer,Office Supplies
148.70,Clay Ludtke,Consumer,Furniture
33.06,Ruben Ausman,Corporate,Office Supplies
2.96,Ruben Ausman,Corporate,Furniture
16.15,Ruben Ausman,Corporate,Office Supplies
5.54,Ruben Ausman,Corporate,Office Supplies
314.27,Ruben Ausman,Corporate,Office Supplies
-13.32,Lena Creighton,Consumer,Furniture
54.35,Lena Creighton,Consumer,Furniture
-22.14,Scot Wooten,Consumer,Furniture
5.80,Scot Wooten,Consumer,Furniture
8.02,Henry Goldwyn,Corporate,Office Supplies
-14.27,Mark Van Huff,Consumer,Furniture
33.31,Greg Tran,Consumer,Office Supplies
12.86,Bill Stewart,Corporate,Office Supplies
-24.42,Bill Stewart,Corporate,Office Supplies
-363.53,Bill Stewart,Corporate,Furniture
4.96,Bill Stewart,Corporate,Technology
0.00,Bill Stewart,Corporate,Furniture
-14.34,Bill Stewart,Corporate,Technology
68.00,Bill Stewart,Corporate,Furniture
72.00,Craig Molinari,Corporate,Technology
66.15,Craig Molinari,Corporate,Technology
-19.17,Craig Molinari,Corporate,Office Supplies
-1.57,Craig Molinari,Corporate,Office Supplies
-11.66,Elizabeth Moffitt,Corporate,Furniture
17.37,Katharine Harms,Corporate,Office Supplies
216.82,Katharine Harms,Corporate,Technology
4.54,Katharine Harms,Corporate,Office Supplies
12.44,Katharine Harms,Corporate,Office Supplies
-216.98,Art Foster,Consumer,Furniture
5.30,Art Foster,Consumer,Office Supplies
72.81,Justin Ritter,Corporate,Office Supplies
224.07,Justin Ritter,Corporate,Office Supplies
154.84,Daniel Lacy,Consumer,Office Supplies
82.29,Daniel Lacy,Consumer,Office Supplies
9.82,Daniel Lacy,Consumer,Furniture
0.00,Brian Dahlen,Consumer,Furniture
0.00,Rob Beeghly,Consumer,Furniture
13.56,Ross Baird,Home Office,Technology
-59.84,Tim Brockman,Consumer,Furniture
7.77,Tim Brockman,Consumer,Furniture
8.40,Katherine Nockton,Corporate,Technology
7.26,Katherine Nockton,Corporate,Office Supplies
11.91,Rob Lucas,Consumer,Office Supplies
23.09,Rob Lucas,Consumer,Office Supplies
7.20,Rob Lucas,Consumer,Office Supplies
9.74,Frank Hawley,Corporate,Office Supplies
112.35,Frank Hawley,Corporate,Furniture
0.88,Frank Hawley,Corporate,Office Supplies
4.44,Yana Sorensen,Corporate,Office Supplies
40.12,Yana Sorensen,Corporate,Technology
15.10,Steven Ward,Corporate,Technology
4.62,Steven Ward,Corporate,Technology
112.79,Parhena Norris,Home Office,Furniture
735.03,Annie Thurman,Consumer,Office Supplies
4.49,Annie Thurman,Consumer,Office Supplies
15.86,Ed Jacobs,Consumer,Office Supplies
2.84,Denise Monton,Corporate,Furniture
909.98,Kristen Hastings,Corporate,Technology
6.62,Kristen Hastings,Corporate,Office Supplies
60.26,Kristen Hastings,Corporate,Office Supplies
2.70,Kristen Hastings,Corporate,Office Supplies
59.01,Kristen Hastings,Corporate,Office Supplies
5.19,Mick Brown,Consumer,Furniture
12.87,Dana Kaydos,Consumer,Office Supplies
11.65,Dean Braden,Consumer,Furniture
-19.34,Dean Braden,Consumer,Furniture
0.59,Dean Braden,Consumer,Office Supplies
-63.38,Dean Braden,Consumer,Furniture
70.49,Christina VanderZanden,Consumer,Office Supplies
18.28,Christina VanderZanden,Consumer,Office Supplies
22.56,Grace Kelly,Corporate,Technology
0.46,Joseph Airdo,Consumer,Office Supplies
4.78,Joseph Airdo,Consumer,Office Supplies
13.08,Joseph Airdo,Consumer,Office Supplies
-21.95,Joseph Airdo,Consumer,Technology
46.47,Joseph Airdo,Consumer,Office Supplies
16.78,Joseph Airdo,Consumer,Technology
6.22,Thea Hudgings,Corporate,Office Supplies
-33.36,Brian Stugart,Consumer,Furniture
-1.68,Brian Stugart,Consumer,Furniture
97.30,Brian Stugart,Consumer,Office Supplies
19.82,Neola Schneider,Consumer,Office Supplies
12.44,Mike Kennedy,Consumer,Office Supplies
6.66,Mike Kennedy,Consumer,Office Supplies
9.33,Sue Ann Reed,Consumer,Office Supplies
4.29,Brosina Hoffman,Consumer,Office Supplies
1.80,Brosina Hoffman,Consumer,Office Supplies
1.73,Brosina Hoffman,Consumer,Office Supplies
4.62,Shahid Collister,Consumer,Furniture
-4.43,Randy Ferguson,Corporate,Office Supplies
8.71,Chris McAfee,Consumer,Office Supplies
220.99,Chris McAfee,Consumer,Office Supplies
9.48,Jim Mitchum,Corporate,Furniture
7.20,Jim Mitchum,Corporate,Technology
47.24,Richard Bierner,Consumer,Technology
54.40,Richard Bierner,Consumer,Furniture
2.60,Richard Bierner,Consumer,Office Supplies
11.05,Shirley Schmidt,Home Office,Office Supplies
245.70,Nathan Mautz,Home Office,Office Supplies
19.59,Nathan Mautz,Home Office,Furniture
28.49,Eudokia Martin,Corporate,Office Supplies
-1.46,Eudokia Martin,Corporate,Technology
5.37,Eudokia Martin,Corporate,Office Supplies
113.31,Mark Packer,Home Office,Office Supplies
88.18,Mark Packer,Home Office,Technology
-9.09,Mark Packer,Home Office,Furniture
314.04,Katherine Hughes,Consumer,Furniture
5.89,Katherine Hughes,Consumer,Office Supplies
10.03,Katherine Hughes,Consumer,Office Supplies
87.28,Katherine Hughes,Consumer,Furniture
77.63,Katherine Hughes,Consumer,Furniture
15.48,Dorothy Badders,Corporate,Office Supplies
27.24,Dorothy Badders,Corporate,Office Supplies
101.65,Dorothy Badders,Corporate,Furniture
33.34,Dorothy Badders,Corporate,Office Supplies
-938.28,Laurel Beltran,Home Office,Technology
-14.92,Laurel Beltran,Home Office,Office Supplies
-9.18,Laurel Beltran,Home Office,Office Supplies
0.85,Laurel Beltran,Home Office,Technology
89.22,Carol Adams,Corporate,Furniture
-572.00,Daniel Lacy,Consumer,Technology
1.65,Fred Chung,Corporate,Office Supplies
84.50,Fred Chung,Corporate,Furniture
-464.70,David Bremer,Corporate,Furniture
6.71,David Bremer,Corporate,Office Supplies
-13.44,Chloris Kastensmidt,Consumer,Technology
-25.11,Chloris Kastensmidt,Consumer,Office Supplies
5.48,Fred Wasserman,Corporate,Office Supplies
29.15,John Murray,Consumer,Furniture
12.44,John Murray,Consumer,Office Supplies
31.02,Paul Stevenson,Home Office,Office Supplies
76.98,Paul Stevenson,Home Office,Furniture
-53.74,Tony Chapman,Home Office,Office Supplies
25.87,Cynthia Voltz,Corporate,Office Supplies
-53.71,Vivek Sundaresam,Consumer,Furniture
-18.25,Vivek Sundaresam,Consumer,Office Supplies
25.79,Sonia Cooley,Consumer,Office Supplies
2.79,Speros Goranitis,Consumer,Office Supplies
10.39,Nicole Brennan,Corporate,Furniture
13.98,Daniel Raglin,Home Office,Office Supplies
2591.96,Daniel Raglin,Home Office,Technology
34.54,Daniel Raglin,Home Office,Office Supplies
19.24,Matt Abelman,Home Office,Office Supplies
28.17,Matt Abelman,Home Office,Office Supplies
88.39,Matt Abelman,Home Office,Technology
32.49,Matt Abelman,Home Office,Furniture
4.68,Matt Abelman,Home Office,Furniture
69.71,Matt Abelman,Home Office,Office Supplies
0.00,Matt Abelman,Home Office,Furniture
41.29,Trudy Schmidt,Consumer,Office Supplies
4.99,Jack Garza,Consumer,Technology
91.95,Katherine Murray,Home Office,Office Supplies
7.02,Katherine Murray,Home Office,Office Supplies
742.63,Katherine Murray,Home Office,Technology
78.65,Katherine Murray,Home Office,Furniture
151.47,Katherine Murray,Home Office,Furniture
41.50,Shirley Daniels,Home Office,Office Supplies
1906.49,Shirley Daniels,Home Office,Office Supplies
9.58,Ted Trevino,Consumer,Office Supplies
187.80,Ted Trevino,Consumer,Technology
329.41,Brenda Bowman,Corporate,Furniture
8.30,Brenda Bowman,Corporate,Office Supplies
62.40,Brenda Bowman,Corporate,Technology
50.38,Ricardo Sperren,Corporate,Office Supplies
157.13,Ricardo Sperren,Corporate,Furniture
6.22,Ricardo Sperren,Corporate,Office Supplies
44.40,Arianne Irving,Consumer,Office Supplies
36.00,Arianne Irving,Consumer,Technology
14.69,Marc Crier,Consumer,Furniture
59.44,Adrian Hane,Home Office,Office Supplies
-8.11,Adrian Hane,Home Office,Office Supplies
467.99,Ben Ferrer,Home Office,Technology
2.22,Ben Ferrer,Home Office,Office Supplies
6.68,Ben Ferrer,Home Office,Office Supplies
8.12,Ben Ferrer,Home Office,Office Supplies
-52.66,Ben Ferrer,Home Office,Furniture
5.66,Andrew Allen,Consumer,Office Supplies
58.79,Andrew Allen,Consumer,Technology
98.52,Andrew Allen,Consumer,Furniture
163.19,Andrew Allen,Consumer,Technology
2.51,Andrew Allen,Consumer,Office Supplies
4.20,Stuart Van,Corporate,Office Supplies
0.51,Evan Henry,Consumer,Technology
-9.59,Evan Henry,Consumer,Office Supplies
32.93,John Lucas,Consumer,Technology
15.59,Janet Martin,Consumer,Furniture
-29.44,Janet Martin,Consumer,Office Supplies
16.18,Janet Martin,Consumer,Office Supplies
72.58,Joni Blumstein,Consumer,Office Supplies
0.51,Peter Bühler,Consumer,Technology
9.25,Stefania Perrino,Corporate,Office Supplies
-1.36,Stefania Perrino,Corporate,Office Supplies
51.19,Matt Connell,Corporate,Technology
15.48,Brooke Gillingham,Corporate,Office Supplies
8.22,Brooke Gillingham,Corporate,Office Supplies
4.61,Brooke Gillingham,Corporate,Office Supplies
12.22,Jesus Ocampo,Home Office,Office Supplies
-2.57,Alex Russell,Corporate,Furniture
17.89,Tony Sayre,Consumer,Office Supplies
-4.84,Tony Sayre,Consumer,Office Supplies
-82.88,Tony Sayre,Consumer,Office Supplies
6.31,Jim Kriz,Home Office,Office Supplies
4.24,George Ashbrook,Consumer,Office Supplies
-75.60,Tanja Norvell,Home Office,Technology
-25.47,Tamara Willingham,Home Office,Furniture
35.89,Pete Armstrong,Home Office,Office Supplies
3.74,John Dryer,Consumer,Office Supplies
5.52,Michael Nguyen,Consumer,Office Supplies
5.22,Gene McClure,Consumer,Office Supplies
9.33,Deirdre Greer,Corporate,Office Supplies
26.39,James Galang,Consumer,Office Supplies
1.43,Alex Grayson,Consumer,Office Supplies
43.18,Jay Fein,Consumer,Technology
3.03,Steve Carroll,Home Office,Office Supplies
28.50,Steve Carroll,Home Office,Technology
13.17,Carlos Meador,Consumer,Technology
12.44,Kean Thornton,Consumer,Office Supplies
3.74,Christine Phan,Corporate,Office Supplies
153.08,Christine Phan,Corporate,Technology
2.85,Christine Phan,Corporate,Office Supplies
4.78,Eileen Kiefer,Home Office,Technology
0.30,Carl Weiss,Home Office,Office Supplies
19.47,Keith Herrera,Consumer,Furniture
58.51,Keith Herrera,Consumer,Office Supplies
16.61,Keith Herrera,Consumer,Office Supplies
140.39,Keith Herrera,Consumer,Technology
15.85,Keith Herrera,Consumer,Office Supplies
1.07,Ann Blume,Corporate,Furniture
0.34,Adam Hart,Corporate,Office Supplies
93.88,Clytie Kelty,Consumer,Office Supplies
107.79,Clytie Kelty,Consumer,Technology
12.21,Stefania Perrino,Corporate,Technology
30.99,Stefania Perrino,Corporate,Furniture
5.44,Jennifer Patt,Corporate,Office Supplies
13.72,Barry Gonzalez,Consumer,Office Supplies
3.63,Clay Cheatham,Consumer,Office Supplies
0.56,Sara Luxemburg,Home Office,Office Supplies
35.02,Frank Olsen,Consumer,Office Supplies
5.26,Brenda Bowman,Corporate,Office Supplies
373.78,Brenda Bowman,Corporate,Furniture
59.37,Brenda Bowman,Corporate,Office Supplies
0.72,Denny Ordway,Consumer,Office Supplies
9.35,Larry Blacks,Consumer,Office Supplies
90.98,Thomas Seio,Corporate,Technology
13.79,Thomas Seio,Corporate,Office Supplies
-304.39,Cindy Stewart,Consumer,Office Supplies
-6599.98,Cindy Stewart,Consumer,Technology
12.00,Cindy Stewart,Consumer,Technology
2.88,Susan Pistek,Consumer,Office Supplies
2.96,Cynthia Delaney,Home Office,Office Supplies
3.62,Cynthia Delaney,Home Office,Office Supplies
13.89,Cynthia Delaney,Home Office,Office Supplies
13.90,Cynthia Delaney,Home Office,Office Supplies
55.06,Roy Französisch,Consumer,Office Supplies
7.98,Roy Französisch,Consumer,Technology
-14.57,Frank Olsen,Consumer,Office Supplies
3.96,Elpida Rittenbach,Corporate,Office Supplies
-292.10,Elpida Rittenbach,Corporate,Furniture
-34.76,Elpida Rittenbach,Corporate,Office Supplies
11.78,Philip Brown,Consumer,Office Supplies
-4.77,Luke Weiss,Consumer,Office Supplies
2.47,Luke Weiss,Consumer,Office Supplies
-10.17,Luke Weiss,Consumer,Furniture
9.54,Luke Weiss,Consumer,Office Supplies
-3.39,Frank Gastineau,Home Office,Office Supplies
-2.88,Barry Pond,Corporate,Office Supplies
-1.50,Sung Pak,Corporate,Technology
15.88,Jonathan Doherty,Corporate,Office Supplies
48.94,Jonathan Doherty,Corporate,Office Supplies
30.72,Fred McMath,Consumer,Technology
13.18,Michael Paige,Corporate,Office Supplies
22.09,Harold Ryan,Corporate,Office Supplies
136.30,Harold Ryan,Corporate,Technology
2.31,Harold Ryan,Corporate,Furniture
-77.13,Barry Weirich,Consumer,Office Supplies
14.57,Maurice Satty,Consumer,Furniture
4.20,Sanjit Jacobs,Home Office,Office Supplies
-63.01,Sanjit Jacobs,Home Office,Office Supplies
-4.77,Sanjit Jacobs,Home Office,Office Supplies
0.32,Sanjit Jacobs,Home Office,Office Supplies
-2.56,Sanjit Jacobs,Home Office,Office Supplies
-24.66,Vivek Sundaresam,Consumer,Office Supplies
5.95,Vivek Sundaresam,Consumer,Office Supplies
10.88,Vivek Sundaresam,Consumer,Technology
2.15,Dave Kipp,Consumer,Office Supplies
2.07,Dave Kipp,Consumer,Office Supplies
-47.18,Dave Kipp,Consumer,Furniture
4.65,Dave Kipp,Consumer,Furniture
140.96,Maureen Gastineau,Home Office,Furniture
-3.50,Maureen Gastineau,Home Office,Technology
29.44,Dennis Pardue,Home Office,Office Supplies
17.58,Dennis Pardue,Home Office,Office Supplies
1644.29,Dennis Pardue,Home Office,Office Supplies
5.68,Caroline Jumper,Consumer,Office Supplies
160.04,Carl Weiss,Home Office,Office Supplies
6.98,Giulietta Weimer,Consumer,Office Supplies
2.51,Paul Prost,Home Office,Office Supplies
52.49,Paul Prost,Home Office,Technology
17.47,Pauline Webber,Corporate,Furniture
15.15,Pauline Webber,Corporate,Furniture
38.16,Craig Yedwab,Corporate,Technology
3.22,Craig Yedwab,Corporate,Office Supplies
6.39,Bart Watters,Corporate,Furniture
15.48,Bart Watters,Corporate,Office Supplies
39.00,Bart Watters,Corporate,Technology
17.62,Bart Watters,Corporate,Office Supplies
1.91,Mick Brown,Consumer,Technology
2.13,Cyra Reiten,Home Office,Office Supplies
-15.10,Eugene Barchas,Consumer,Furniture
41.99,Eugene Barchas,Consumer,Technology
-11.52,Sally Hughsby,Corporate,Furniture
5.80,Sally Hughsby,Corporate,Office Supplies
57.59,Sally Hughsby,Corporate,Technology
2.88,Christina VanderZanden,Consumer,Office Supplies
106.62,Christina VanderZanden,Consumer,Furniture
13.79,Annie Thurman,Consumer,Office Supplies
26.70,Allen Goldenen,Consumer,Office Supplies
34.21,Allen Goldenen,Consumer,Office Supplies
-21.33,Gene McClure,Consumer,Furniture
69.71,Jamie Kunitz,Consumer,Office Supplies
561.56,Jamie Kunitz,Consumer,Technology
-6.88,Don Weiss,Consumer,Furniture
-3.79,Adam Shillingsburg,Consumer,Office Supplies
-3.17,Adam Shillingsburg,Consumer,Office Supplies
1.76,Adam Shillingsburg,Consumer,Office Supplies
2.96,Thomas Seio,Corporate,Office Supplies
-53.01,Thomas Seio,Corporate,Office Supplies
4.88,Sean Miller,Home Office,Office Supplies
89.78,Brosina Hoffman,Consumer,Office Supplies
23.40,Brosina Hoffman,Consumer,Technology
